RecipeName,Ingredients,Calories,Carbon Footprint Amt,Cuisine,Course,Diet,Instructions
Andhra Style Mukkala Pulusu Recipe-Sweet Tangy Vegetable Stew,"1 Potato (Aloo) - skin peeled and chopped into cubes,1 Drumstick - cut into 1 inch stick,1 cup Bottle gourd (lauki) - chopped into small cubes,1 cup Pearl onions (Sambar Onions) - chopped,2 Green Chillies - slit,1 tablespoon Jaggery,1 cup Tamarind Water,1 teaspoon Turmeric powder (Haldi),Salt - to taste,1 tablespoon Coriander (Dhania) Seeds,1 teaspoon Methi Seeds (Fenugreek Seeds),2 Dry Red Chillies,1 tablespoon Chana dal (Bengal Gram Dal),1 tablespoon White Urad Dal (Split),1 teaspoon Cumin seeds (Jeera),1 teaspoon Mustard seeds,1 sprig Curry leaves,1 teaspoon White Urad Dal (Split),1 teaspoon Red Chilli powder,1 pinch Asafoetida (hing)",150,low,Andhra,Lunch,Vegetarian,"To begin making the Andhra Style Mukkala Pulusu, keep the vegetables ready, Heat a flat skillet with oil.Add the chana dal, urad dal, coriander seeds, dry red chillies, fenugreek seeds, cumin seeds and fry them till they become light brown and a wonderful aroma comes out.Cool it down and add little water and grind it into a smooth creamy paste and keep it aside.Take a pressure cooker with oil, add onion and saute till they turn translucent. Add in green chillies and saute for 10 seconds. Add in vegetables, potato, drumstick and bottle. Sprinkle with turmeric powder and give it a mix. Add in ground paste, jaggery, tamarind water and salt. Add about 1 cup water and pressure cook for about 2 whistle.Once done, switch off the heat, allow the pressure to release by itself. Heat a small pan for tempering, add oil, once it gets hot add mustard seeds and allow it to splutter and add the curry leaves and hing. Leave it again for 10 more seconds.Add urad dal and chilli powder and pour it over the Andhra Style Mukkala Pulusu and serve. Serve the Andhra Style Mukkala Pulusu with hot steamed rice, Karnataka Style Sorakkai Palya and finish it off with a cup of Gajar Ka Halwa for your sunday meal."
Tomato Chutney Recipe,"200 grams Onion - roughly chopped,400 grams Tomato - roughly chopped,1/2 cup Fresh coconut - grated,1 Green Chilli,1 Dry Red Chilli,3 Kashmiri dry red chillies,1 tablespoon Chana dal (Bengal Gram Dal),2 tablespoons Coriander (Dhania) Leaves - chopped finely include more stem,Sunflower Oil - as needed,Salt,Sunflower Oil - as required,1/2 teaspoon Mustard seeds,Curry leaves - few,1 Asafoetida (hing) - big pinch,2 to 3 Dry Red Chillies",100,low,South Indian Recipes,South Indian Breakfast,Vegetarian,"To begin making the Tomato Chutney recipe, add oil in a wide pan and roast the channa dal and chillies and add it into the mixer along with the coconut and set aside.In the same pan, add a little oil and add the chopped onions and cook until the onions turn soft and translucent.Once they turn translucent, add the tomatoes and cook until they are soft and lose some of their juices. Set aside and let it cool completely.Blend the ingredients in the mixer jar until they are coarsely pounded and add the onion-tomato mixture into the jar along with some salt and blend till its smooth.Transfer into a bowl and add the coriander and mix gently.The next step is to temper the chutney. In a tadka pan, heat a teaspoon of oil, add mustard seeds and let them crackle.Once they crackle, add the asafoetida, curry leaves and chillies and pour the tempering on the tomato chutney.The Tomato Chutney is ready to be served!"
Instant Bengali Aam Doi Recipe  - No Cook Sweet Mango Yogurt,"1 cup Heavy whipping cream,1/2 cup Condensed Milk,2 cups Mango (Ripe) - fresh mango puree,1/2 cup Curd (Dahi / Yogurt),Saffron strands - a few",50,low,Bengali Recipes,Dessert,Vegetarian,"To begin making Instant Bengali Aam Doi Recipe (No Cook Sweet Mango Yogurt), prep all the ingredients and chop the mango pulp.If using 2 cups full fat milk, on a medium heat, boil milk in a heavy deep bottomed saucepan until volume is reduced to half of the original. It will become around 1 cup and allow it to cool completely. If directly using heavy cream, skip this step.Whisk yogurt and pour the beaten yogurt to the milk or cream (whichever you are using). Whisk carefully in a hand whisk or blender, and make sure there is no lump at all.Add 2/3rd of the condensed milk in the milk mixture and whisk again.In a mixer grinder take 2 to 3 peeled ripe mangoes and blend smooth puree.Add rest of the condensed milk into the mango puree and beat for 1 min. Now take a half of the yogurt mixture and pour into the mango puree. Beat for another 1 min or until everything is incorporated.Store both yogurt mixtures into separate bowls, cover bowls with aluminium foil and set aside for 1 hr. (If weather is too hot and humid refrigerate the mixtures for 1 hr.)Now take the serving bowls or glasses. Add 3-4 tablespoons of mango mixture, then 3-4 tablespoons of plain yogurt mixture and another 2-3 tbsp of mango mixture on the top and refrigerate for another 1 hr.Garnish the Aam Doi Recipe with saffron strands or chopped dry fruits and serve chilled. Serve Instant Bengali Aam Doi Recipe (No Cook Sweet Mango Yogurt) for your guests on a hot summer day with Vegetable Chops Recipe or Jowar Dhani Chivda Recipe."
Sabudana Khichdi Recipe With Vegetables (No Onion No Garlic Fasting/Vrat Recipes),"1 cup Sabudana (Tapioca Pearls),1 Carrot (Gajjar) - finely chopped,1/4 cup Green beans (French Beans) - finely chopped,1/4 cup Green peas (Matar),1 Green Chilli - finely chopped,2 Cloves (Laung) - pounded,2 Cardamom (Elaichi) Pods/Seeds - pounded,1 Bay leaves (tej patta) - torn,2 tablespoons Badam (Almond) - boiled,4-5 Cashew nuts - toasted,Salt - to taste (rock salt),Ghee - required for cooking",100,low,Indian,North Indian Breakfast,Vegetarian,We begin making the Sabudana Pulao recipe by soaking the sabudana in water for about 4 to 6 hours. Then drain the sabudana and keep it aside.In the mean time keep all the vegetables prepared and ready. Heat a heavy bottomed kadai with little bit of oil and add the cardamom and clove and fry till the aroma is released.Add all the vegetables and saute for about 10 minutes till it is quite done.Once the vegetable is done add the spice powders and saute.Now add the soaked sabudana and give it a stir. Half cover the kadai with the lid and cook it for 10 more minutes till the sabudana cooks and separates.Serve your scrumptious Sabudana Pulao with Cucumber Green Chilli Raita Recipe during the fast for the Navratri festival.
 Badanekaayi Gojju Recipe,"10 eggplants, 2 onions - finely chopped, 1 tsp rye, salt - as per taste, 4 tbsp oil, green coriander - for garnish, peanuts - roast, 1/4 cup coconut - great, 2 tbsp Spoon peanuts, 2 tbsp tamarind paste, 2 dry red chillies, 2 tbsp cumin seeds, 1 tbsp red chilli powder, 1 tbsp turmeric powder, 1 tbsp salt",50,moderate,South Karnataka,Lunch,Vegetarian,"To make Badnekai Gojju recipe, first wash the brinjals and make a straight and curved cut. Do not cut it completely, first add cumin seeds, red chili powder, turmeric powder, salt and mix well. Fill this mixture in brinjal and keep it aside. In a mixer grinder add coconut, peanuts, tamarind paste, dry red chillies, some water and make a paste. Heat oil in a pan. Add mustard seeds and let it splutter. After this add onions and cook till they become soft. After the onion softens, add the brinjals and the remaining spices and mix it. Cover the kadhi and cook till 3 / 4th of the brinjals are cooked. Now add ground masala and 1 cup of water. After 1 minute add salt, jaggery, cover the pan and cook till the gravy thickens. After cooking, garnish with crusade peanuts and green coriander. Serve Badnekai Gojju recipe with Lachha Paratha and Gourd Raita for dinner."
Punjabi Style Spicy Arbi Sabji Recipe,"500 grams Colocasia root (Arbi),1 Onion - sliced,3 Green Chillies - slit length-wise,2 teaspoon Ghee,1 teaspoon Cumin seeds (Jeera),Salt - to taste,1 teaspoon Red Chilli powder,1/4 teaspoon Garam masala powder,1 teaspoon Amchur (Dry Mango Powder),1 teaspoon Turmeric powder (Haldi),Coriander (Dhania) Leaves - as required for garnish",350,moderate,Punjabi,Lunch,Vegetarian,"Prep up with all ingredients to prepare Punjabi Style Spicy Arbi Sabji and Peel and cut arbi in thin long stripes, somewhat like French fries. Be use you either grease your hands well with oil or wear gloves because arbi has a tendency to leave your hands itching.Heat oil in a heavy bottom kadhai, when hot add jeera seeds and sauté until lightly brown.Add the green chillies and sauté for a minute, so that the chilly leaves it spice in the oil.Add onions and sauté till they are translucent. Add arbi and fry on high heat for about 3-4 minutes, stirring often.Add all the dry spices apart from amchoor powder and garam masala and lower the heat. Continue sautéing once in a while till arbi is cooked well.Once the arbi is cooked, add amchoor and garam masala and sauté for a minute. Turn off the heat.Garnish Punjabi Style Spicy Arbi Sabji with coriander leaves and serve hot with rotis, paranthas or soft phulkas with a touch of ghee and Spiced Rajma Pulao to make it a complete meal."
Veggie Rava Idli Recipe- Healthy Breakfast Idli,"1-1/2 cup Sooji (Semolina/ Rava),1 cup Curd (Dahi / Yogurt),1 tablespoon Ginger - grated,1/2 cup Sweet corn,1/2 cup Green peas (Matar),1/2 cup Carrot (Gajjar) - grated,1/2 cup Coriander (Dhania) Leaves - finely chopped,3 to 4 Green Chillies - finely chopped (adjustable),1 tablespoon Mustard seeds,1/2 tablespoon Chana dal (Bengal Gram Dal),10 Curry leaves,1 tablespoon Sunflower Oil,Salt - to taste,1 teaspoon Enos fruit salt,1 cup Water,1 cup Water",200,moderate,South Indian Recipes,South Indian Breakfast,Vegetarian,"To begin making the Veggie Rava Idli recipe, in a large bowl add the semolina/rava , yoghurt and water. Whisk to combine all the ingredients.To the same bowl, add the corn, peas, carrot, green chillies, ginger, coriander and salt to the mixture. Mix well to combine and leave aside. Heat a tadka pan, with oil on medium heat , add the mustard seeds, chana dal, curry leaves and green chilies. Saute for a minute and turn off the flame.Add the tadka to the suji/rava mixture, at this stage also add the enos fruit salt and mix well.Preheat the idli steamer with enough water, Grease plates of the idli mould. Ladle the Veggie Rava Idli batter into each of the cavities and place it in the steamer. Steam for 12-15 minutes. After 15 minutes, check if the idlis are done, by inserting a skewer, if it comes out clean , if its not done cover and steam for a few more minutes. Serve Veggie Rava Idli recipe along with Tomato Garlic Chutney and Beetroot Sambar Recipe and Banana And Mango Smoothie Recipe  for your breakfast or pack it your kids lunch box. "
Kerala Style Konju Curry With Thengakothu Recipe (Kerala Style Prawn Curry),"500 grams Prawns,2 Onions - finely chopped,1 inch Ginger - finely chopped,6 cloves Garlic,1 tablespoons Red Chilli powder,3/4 tablespoon Coriander Powder (Dhania),1/4 teaspoon Turmeric powder (Haldi),1/4 cup Fresh coconut - pieces,1 Kokum (Malabar Tamarind) - soaked,2 Kokum (Malabar Tamarind) - soaked (for the curry),1 sprig Curry leaves,Water - enough to cook the prawns,Salt - to taste,1 tablespoon Coconut Oil,1/4 teaspoon Mustard seeds,1 pinch Methi Powder (Fenugreek Powder),1 sprig Curry leaves",300,moderate,Kerala Recipes,Lunch,Non Vegeterian,"To begin making the Kerala Style Konju Curry With Thengakothu recipe, wash, clean and devein the prawns.Marinate it with 1 small piece of kudampuli and salt. Keep aside for 10 minutes.Throw away the kudampuli and wash the prawns under running water till cleaned well. Drain away all the water.Take a heavy bottomed pan and add the cleaned prawns into it.Into the prawns, add all the ingredients except the coconut oil.Mix well with hands (or with a wooden spoon) till masala has coated the prawns completely. [add just enough water to cover the prawns or a little lesser, because prawns releases it's own juices while cooking]Cover and cook the prawns for 10 to 12 minutes approximately or till its done. The cooking time depends on the prawns.Do not over cook the prawns. Over cooked prawns turns rubbery and under cooked prawns can make you sick. So be careful while cooking it.If there is too much gravy, reduce it a little. Switch off the flame.Heat coconut oil in a small pan. Add the mustard and allow it to splutter. Now add the curry leaves and fenugreek powder. (optional) Switch off flame.Pour the seasoning into the curry, mix well and serve hot. Kerala Style Konju Curry With Thengakothu is best served with hot rice, appams or neer dosa."
Healthy Kabuli Chana Pakora Recipe,"1 cup Kabuli Chana (White Chickpeas) - soaked for 8 hours,1 Onion - chopped,1 tablespoon Green Chilli - chopped,1 tablespoon Garlic - chopped,1 tablespoon Coriander (Dhania) Leaves - chopped,1 tablespoon Mint Leaves (Pudina) - chopped,1 teaspoon Red Chilli powder,1/4 teaspoon Fennel seeds (Saunf),Salt - to taste",350,moderate,North Indian Recipes,Snack,Vegetarian,"To begin making Healthy Kabuli Chana Pakora Recipe first prep all the ingredients and keep aside.Take the soaked kabuli chana, drain all the water and pulse it in the mixer grinder until you get a coarse mixture. Make sure that you do not grind it into a smooth paste. Remove the pulsed kabuli chana in a bowl and add in all the other ingredients like chopped onions, green chillies, coriander and mint leaves, fennel seeds, chilli powder and salt.  Heat a Kuzhi paniyaram pan over medium heat, add 1/4 teaspoon of oil in each of the cavities of the pan.Spoon a tablespoon of Kabuli Chana Pakora mixture into each of the cavities of the pan.Cook Kabuli Chana Pakora on medium high heat and turn them once they turn golden brown on one side. This will take about three minutes. Cook the other side of the pakoras till they turn golden brown as well.Make sure the inside of the Kabuli Chana Pakora is well cooked and the outer covering is nice and crisp.Drain the well fried Kabuli Chana Pakoras on an absorbent paper and serve hot. Serve the Kabuli Chana Pakora as high tea snacks, or after school snacks to your kids along with Green Chutney Recipe - Coriander Mint Chutney Recipe or Date and Tamarind Chutney and Ginger Cardamom Chai."
Chatpate Aloo Recipe With Sesame Seeds,"500 grams Baby Potatoes,1-1/2 tablespoons Sesame seeds (Til seeds),Sunflower Oil - as needed,Salt - to taste,1 teaspoon Red Chilli powder,1 teaspoon Coriander Powder (Dhania),1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Cumin powder (Jeera),1 teaspoon Amchur (Dry Mango Powder),1 teaspoon Garam masala powder,Coriander (Dhania) Leaves - finely chopped",200,low,Punjabi,Side Dish,Vegetarian,"To begin making Chatpate Aloo Recipe With Sesame Seeds, take all the baby potatoes in a saucepan with water and boil well till done.You can also choose to pressure cook them for just one whistle in sufficient water and run under cold water for immediate release of pressure.Once the potatoes are cooked al dente, peel them all and put aside.Now, in another small bowl add all the spices -salt, red chili powder, turmeric powder, jeera powder, amchur powder and garam masala powder and mix them well with a spoon, and keep aside.In a kadai, lightly roast sesame seeds and keep them aside.In the same kadai, heat 2-3 tablespoons of vegetable oil into it for frying the boiled baby potatoes.Once the oil is hot enough, add potatoes gently and fry them well. You need to cook them till they get a nice light brown color.Once the potatoes are cooked well, keep them aside on a plate and pat with tissue paper to absorb excess oil and let it cool down for 5 minutes.Take the fried potatoes in a bowl again and put the whole masala into the bowl and mix everything thoroughly together, taking care that the potatoes are firm and not mushy. Cooking the potatoes help the prepared masala to coat well which enhances the taste .Garnish it with few freshly chopped coriander leaves and Serve it like that.Serve Chatpate Aloo Recipe With Sesame Seeds along with Punjabi Dal Tadka, Butter Naan Recipe and end your meal with a Refreshing Mint Lassi Recipe."
Super Easy Eggless Banana Clafoutis Recipe,"2 Ripe Bananas,6 tablespoons Sugar,2 tablespoons Custard powder,2 tablespoons Butter (unsalted),1/2 liter Milk,Confectioners sugar - for dusting",150,moderate,French,Dessert,Vegetarian,"To begin making Super Easy Eggless Banana Clafoutis Recipe, dice peeled bananas into small circular thin pieces. Heat butter in a pan and add 3 tablespoons of sugar into it.Once the sugar starts to being caramelised, add the sliced banana pieces and cook them for 5 minutes or till the time they are caramelised properly.Arrange these caramelised banana pieces into two buttered ramekins and keep them aside.Now take the custard powder into a cup and add 1/3 cup of milk into the cup.Stir it well to make a thick paste.Heat up rest of milk and sugar to it,add custard powder paste into this milk and stir it continuously to save the milk from burning.Cook for few minutes and turn off the heat. Next pour this custard over the caramelised bananas.Preheat oven to 160 degrees C for about 10 minutes. Transfer the ramekins into the oven and keep them on the middle rack.Bake for 30 minutes or till the time the edges are puffed, top becomes golden brown and the centre is no longer runny.Dust some powdered sugar and serve Super Easy Eggless Banana Clafoutis Recipe as a dessert after a filling meal of Eggplant Steaks Recipe, Pita wedges and Tomato Noodle Soup recipe."
Amla Achaar Recipe | Hot & Sweet Indian Gooseberry Pickle,"1/2 kg Amla (Nellikai/ Gooseberry),1/4 Cup Kashmiri Red Chilli Powder,1/4 cup Salt,1/4 cup Mustard seeds - (kuria-halved),1/4 cup Jaggery - grated,2 tablespoons Turmeric powder (Haldi),1 tablespoon Methi Seeds (Fenugreek Seeds) - (kuria-halved),1 teaspoon Asafoetida (hing),1-1/2 Cup Peanut oil",100,low,Indian,Appetizer,Vegetarian,"To begin making Amla Achaar Recipe | Hot & Sweet Indian Gooseberry Pickle, select green, unblemished amla (gooseberry) for this pickle. Wash the Amla, pat dry and prick all over with fork. Keep them in a colander.Heat up 4-5 cup water in a big saucepan. Keep the colander of Amla over it and cover it. Let the Amla cook on the steam for about 20 minutes. Meanwhile dry roast the fenugreek kuria on a heated skillet until fragrant. Cool and grind to powder.Let the amla cool down after steaming. Once it is cooled, remove seed and make small wedges of the cooked amla using a knife. Wear hand gloves while doing so as handling amla for a long time make cause blackening of nails in few cases.In a big mixing bowl, first spread the Amla wedges. Now sprinkle the Turmeric powder all over it followed by the Fenugreek powder, Hing , Mustard Seed dal , Salt and Red Chili powder.Mix it nicely with a spatula. Now add in the grated Jaggery and mix again.Heat up the Oil in a kadai, on a low to medium heat until heated but not fuming. Put off the heat and let the oil cool down a bit. Now add this Oil to the pickle masala and mix very well. Keep the pickle covered overnight. Next day oil will float up . Stir it again and fill in clean and dry glass jars. The oil layer should always cover the pickle in the jar. This pickle stays good at room temperature for about 2-3 months. But color may darken slightly, hence you can refrigerate. Serve Amla Achaar Recipe | Hot & Sweet Indian Gooseberry Pickle as an accompaniment with Carrots & Sweet Potato Stuffed Paratha Recipe or along with Steamed Rice and Thatta Payaru Sambar Recipe (Black Eyed Beans Sambar)."
Ripe Guava Chutney Recipe (Amrood Ki Chutney),"2 Guava,2 Green Chillies,1/3 cup Roasted Peanuts (Moongphali),1 tablespoon Parsley leaves - finely chopped,2 cloves Garlic,1 tablespoon Lemon juice,1 teaspoon Jaggery,Salt - to taste,1 tablespoon Sunflower Oil,1 tablespoon White Urad Dal (Split),3-4 Curry leaves",100,low,Indian,Side Dish,Vegetarian,"To begin making the Ripe Guava Chutney, first peel the ripe guavas and cut them into large pieces. Take all pieces into microwave safe pan and add 1/3 cup of water and a pinch of salt into it.Cook for 10 minutes into microwave and let them cool at room temperature.Mash the guava pieces and remove the seeds form them by draining the mixture carefully.In a mixer jar, add mashed guava, chillies, peanuts, finely chopped parsley, garlic, lemon juice, jaggery, salt and make a smooth paste of it.For tempering, take one pan, heat the oil into it and add black gram split, curry leaves. Let them simmer. Add this tempering into the smooth paste.The Ripe Guava Chutney is ready to served with ajwain besan ka paratha."
Sattu Ka Paratha Recipe (Stuffed Channa Dal Flour Paratha),"3 cups Whole Wheat Flour,1 cup Lukewarm Water,2 cups Roasted Gram Flour (Sattu Ka Atta),2 Onions - finely chopped,3 Green Chillies - minced,6 cloves Garlic - minced,1 inch Ginger - finely chopped,2 teaspoon Kala jeera,3 tablespoon Coriander (Dhania) Leaves - chopped,1 tablespoon Mustard oil,2 tablespoon Mango pickle - mashed,Ghee - or oil for frying the parathas",100,low,Bihari,North Indian Breakfast,Vegetarian,"To prepare hot Sattu Ka Paratha Recipe (Stuffed Channa Dal Flour Paratha), bring all the ingredients together. Mix whole wheat flour and water together, knead in a mixing bowl to make a soft dough. A well kneaded soft dough leads to softer parathas. Keep aside covered with a wet muslin cloth till you prepare the stuffing.Mix together all the stuffing ingredients and if the mixture feels very dry, sprinkle a little warm water and mix well.Distribute the dough in 10 balls and roll each ball a little, spread a little ghee/oil on it and place 2 tablespoons of filling in the middle, cover from all sides and roll the paratha 1/2 inch thick.Heat a tawa/ griddle and cook each side of the paratha until golden brown, add a few drops of ghee/oil while on tawa.Repeat the process for the rest of the parathas.Serve these hot Sattu Ka Paratha with curd and pickle. When sided with baingan ka bharta, Sattu ka Paratha makes a wholesome weeknight dinner."
Stir Fried Water Chestnuts Recipe,"12 Singhade (water chestnut) - peeled,4 cloves Garlic,2 teaspoon Paprika powder,1 teaspoon Black pepper powder,1/2 teaspoon Red Chilli flakes,Salt - to taste,Extra Virgin Olive Oil - to taste,Coriander (Dhania) Leaves - chopped (to garnish)",350,moderate,Asian,Side Dish,Vegetarian,"To begin making the Stir Fried Water Chestnuts recipe, firstly heat olive oil in a pan.Once the oil is hot, add the water chestnuts. After 1 minute, add garlic, mix and let it cook for 3 to 4 minutes.After 3 to 4 minutes, add paprika powder, black pepper powder and salt into the pan. Mix well. Add red chili flakes into the pan and let the water chestnuts cook for 5 to 7 minutes. Once it is done, switch off the gas and garnish it with fresh coriander leaves.Serve Stir Fried Water Chestnuts along with Homemade Spicy Ramen with Tofu for your weeknight dinner. You can also serve it as a tea time snack with a hot cup of Masala Chai."
Karnataka Style Avarekalu Sagu Recipe-Hyacinth Beans/ Mochai Kurma,"2 cups Avarekalu / Lilva Beans,1 Potato (Aloo) - cut into cubes,1 Onion - finely chopped,1 Tomato - finely chopped,1 teaspoon Mustard seeds,1 sprig Curry leaves,4 sprig Coriander (Dhania) Leaves - finely chopped for garnish,1/2 tablespoon Lemon juice,2 teaspoons Sunflower Oil,Salt - to taste,1/2 cup Fresh coconut,2 tablespoons Roasted Gram Dal (Pottukadalai),5 cloves Garlic,2 Green Chillies,2 teaspoons Poppy seeds,1 tablespoon Coriander (Dhania) Seeds,1 Cinnamon Stick (Dalchini),1 Cardamom (Elaichi) Pods/Seeds,2 Cloves (Laung)",200,moderate,Karnataka,Lunch,Vegetarian,"To begin making Avarekalu Sagu Recipe, wash and pressure cook the hyacinth beans or avare and potato cubes with one cup water, salt for 2 to 3 whistles using a pressure cooker and keep aside. Allow the pressure to release naturally.The next step is to make the sagu masala. Into the mixer grinder, add the Roasted chana dal, garlic, green chillies, poppy seeds, coriander seeds, cinnamon stick, cardamom pods and cloves. Add 1/4 cup of water and blend to make a smooth sagu masala paste.Heat oil in a pan over medium heat, add the mustard seeds and let it splutter. Add the curry leaves and saute for a few seconds. Add the chopped onion and saute until it turns translucent.Add the tomatoes and cook until it turns soft and mushy.Now, add the ground sagu masala paste, saute till the raw smell goes away. This will take about 2 to 3 minutes over medium heat.Add the cooked hyacinth beans/ Avarekalu and potato, season with salt, add 2 cups of water, mix well. Let the Avarekalu Sagu simmer for 10 minutes, so it all comes together as a thick sagu consistency.Turn off the heat, squeeze the juice of half a lemon and garnish with coriander leaves and stir.Give this delicious Avarekalu Sagu Recipe a try and serve it along with hot Malabar Parotta or Puri Recipe - Learn to Make Soft Puffed Puris At Home for breakfast."
Spicy Arrabbiata Pasta Recipe With Sun Dried Tomatoes,"300 grams Spaghetti Pasta - (penne or spaghetti),4 cloves Garlic - finely chopped,500 grams Tomatoes,1 teaspoon Dried oregano,1 teaspoon Red Chilli powder - (or to taste),1/4 cup Sun Dried Tomatoes - (look for ones soaked in oil),Salt - to taste,2 tablespoons Extra Virgin Olive Oil - for cooking,2 sprig Basil leaves - roughly torn",400,moderate,Italian Recipes,Dinner,Vegetarian,"To begin making the Spicy Arrabbiata Pasta Recipe With Sun Dried Tomato, get all the ingredients ready for cooking.Blanch the tomatoes in water and boil for about 5 to 8 minutes, until you notice that the skin is cracking up. Once done, remove from water and allow it to cool.Peel the skin of the tomatoes and roughly puree the tomatoes in a blender. Keep aside.Cook the spaghetti or the penne pasta in boiling water along with salt until al dente (firm and yet cooked) in a saucepan. Once done, rinse under cold water to prevent further cooking. Toss it in bit of olive oil and keep aside.Heat 2 tablespoons of olive oil in a wok, add the chopped garlic and roast until you can smell the aromas coming through. Take care not to allow the garlic to burn.Add the tomato puree, the oregano, red chili powder and salt. Bring the spicy arrabbiata tomato sauce to a boil.Once it comes to a boil, turn the heat to low and simmer for about 10 minutes until you get a thick luscious red arabiatta sauce.Check the salt and chili of the and adjust to suit your taste. At this stage toss in the sun-dried tomatoes and the cooked pasta. Toss the Spaghetti Pasta Recipe on high heat until the pasta is well coated with the sauce.Once done, turn off the heat, stir in the roughly chopped basil leaves and serve.Serve the Spicy Arrabbiata Pasta Recipe With Sun Dried Tomato along with a glass of wine andSummer Lettuce Salad Recipe for a weeknight dinner with family."
Zarda Pulav Recipe (Rice Flavoured With Nuts And Saffron),"1 Saffron strands - generous pinch,3 tablespoon Milk - coconut milk or almond milk,1 cup Basmati rice,2 Bay leaf (tej patta),2 Black cardamom (Badi Elaichi),2 tablespoons Ghee - plus 1 teaspoon Ghee (Vegans can use coconut oil),4 Cloves (Laung),4 Cardamom (Elaichi) Pods/Seeds,1 inch Cinnamon Stick (Dalchini),3/4 teaspoon Cardamom Powder (Elaichi),Nutmeg powder - a pinch,Whole cashews - chopped,Badam (Almond) - chopped,Pistachios - chopped,1/2 cup Sugar - + 2 tablespoons Sugar,Raisins - as required (for garnishing),Dry coconut (kopra) - sliced",350,moderate,North Indian Recipes,Dessert,Vegetarian,"To begin making the Zarda Pulav recipes, warm the milk in a saucepan, add saffron and keep it aside for an hour so that the flavour of saffron is properly absorbed in the milk.Meanwhile, wash the rice with water properly. Once washed properly, soak it in required amount of water for about half an hour.Take 4 to 5 cups of water in a large saucepan, add one bay leaf and one black cardamom. Allow the water to come to a boil.Add a teaspoon of ghee and then add rice and gently stir it for 15 seconds. Par boil the rice i.e. cook it till it is cooked approximately eighty percent. (just as one would cook for layered biryani).Drain and sieve excess water in a colander and remove the rice on a wide plate to allow it to cool. (If you leave it in the colander, the rice will keep cooking gently in its own heat)In a heavy bottomed pan (so that rice does not stick to each other while cooking), heat the ghee and stir fry the cashews, almonds and pistachios for a few seconds till golden in colour (you can roast instead of frying them if you wish to). Remove on an absorbent sheet.In the same pan add cloves, black cardamom, bay leaf, green cardamom and cinnamon stick. Allow the spices to become aromatic. Add rice and very gently stir in the sugar along with saffron milk and cardamom powder {stir in gently so as not to break the rice grains}.Cover the pot and allow the contents to cook on low heat for approximately 10 minutes. Remove the pan from heat but do not open the lid of the pan. Keep it covered till you are ready to serve.Remove the lid and fluff the rice gently with a fork. Serve hot, garnished with assorted nuts and if you may, add some dry coconut slices and raisins.  Serve Zarda Pulav along with Smoked Dal Makhani Dhaba Style Recipe, Paneer Butter Masala, Jeera Rice and Tawa Paratha for a special weekend meal or you can even make it for your Pot Luck parties."
Potala Rasa Recipe (Oriya Style Parval Sabzi),"8 Pointed gourd (Parval),1 Bay leaf (tej patta),1/4 teaspoon Cumin seeds (Jeera) - for tempering,1 cup Homemade tomato puree,1/2 teaspoon Turmeric powder (Haldi),1/4 teaspoon Red Chilli powder,15 Cashew nuts - soaked and ground to paste,Salt - to taste,Sunflower Oil - for cooking,1 inch Ginger - finely chopped,3 Cardamom (Elaichi) Pods/Seeds,1 inch Cinnamon Stick (Dalchini),4 Cloves (Laung),2 Green Chillies - finely chopped,1/4 cup Fresh coconut - grated,2 teaspoons Poppy seeds,1 cup Chenna (Homemade Cottage Cheese),1 tablespoon Coriander (Dhania) Leaves - finely chopped,1 teaspoon Whole Black Peppercorns - freshly ground,1 Green Chilli - finely chopped,1 tablespoon Raisins - roughly chopped,Salt - to taste,Coriander (Dhania) Leaves - a bunch",50,low,Oriya Recipes,Lunch,Vegetarian,"To begin making the Potala Rasa recipe, prep all the ingredients and keep it ready for cooking.Blend the ingredients to be made into a paste in a mixer grinder. Add little water if required to make a paste.Wash and clean the parwals. Scrape the whole skin of the parwals with a knife. Cut one tip a little, right from the edge and the other tip a little bigger, so that we can scoop out the seeds from inside. Rub with a pinch of salt and keep aside for 5-10 minutes.Heat 1 tablespoon oil in a wok/kadhai, fry the parwals or potals until lightly brown from all sides, keep aside.Prepare the parwal stuffing by mixing together crumbled paneer, green chillies, raisins, black pepper powder, salt and coriander leaves and keep aside.When parwals are cooled, stuff each one with the prepared filling. Carefully fill the parwals and try not to break them apart. Keep aside.To prepare the gravy, in the same pan, add a little more oil and once hot, add the bay leaf and the cumin seeds and once it starts to splutter add the ground masala paste. Saute until the raw smell goes away. This will take about 4 to 5 minutes on medium heat.Add the turmeric powder, salt, chili powder and saute in the masala for a few more seconds.Stir in the tomato puree, cashew paste and give is good stir to and a brisk boil. Add the about 1 cup of water to make it a gravy like consistency. Check the salt and spices and adjust to suit your taste.Place the stuffed parwal into the tomato gravy, turn the heat to low, cover the pan and simmer for a few minutes.Once done, turn off the heat, stir in the coriander leaves and serve.Serve Potala Rasa along with Tawa Paratha, Phulka or Steamed Rice for a delicious weekday lunch or dinner."
